Feature Id	Aliases	Genome	Type	Function
CTHE_RS06240	CTHE_RS06240, Cthe_1199, WP_003518853.1	ATCC27405 (43218/3/1)	gene	5-methylthioadenosine/S-adenosylhomocysteine deaminase
CTHE_RS00625	CTHE_RS00625, Cthe_0120, WP_003512132.1, sigF	ATCC27405 (43218/3/1)	gene	RNA polymerase sporulation sigma factor SigF
CTHE_RS06245	CTHE_RS06245, Cthe_1200, WP_003518855.1	ATCC27405 (43218/3/1)	gene	adenosylhomocysteinase
CTHE_RS06250	CTHE_RS06250, Cthe_1201, WP_003518858.1	ATCC27405 (43218/3/1)	gene	purine-nucleoside phosphorylase
CTHE_RS06255	CTHE_RS06255, Cthe_1202, WP_011838025.1	ATCC27405 (43218/3/1)	gene	MFS transporter
CTHE_RS06260	CTHE_RS06260, Cthe_1203, WP_003518863.1	ATCC27405 (43218/3/1)	gene	stage V sporulation protein R
CTHE_RS06265	CTHE_RS06265, Cthe_1204, WP_003518865.1	ATCC27405 (43218/3/1)	gene	sporulation protein YhbH
CTHE_RS06270	CTHE_RS06270, Cthe_1205, WP_003518866.1	ATCC27405 (43218/3/1)	gene	serine protein kinase
CTHE_RS06275	CTHE_RS06275, Cthe_1206, WP_003511744.1	ATCC27405 (43218/3/1)	gene	IS30-like element ISCth3 family transposase
CTHE_RS06280	CTHE_RS06280, Cthe_1207, WP_003518868.1	ATCC27405 (43218/3/1)	gene	membrane protein
CTHE_RS17405	CTHE_RS17405, Cthe_3346, WP_003518869.1	ATCC27405 (43218/3/1)	gene	DUF2281 domain-containing protein
CTHE_RS06285	CTHE_RS06285, Cthe_1208, WP_003518870.1	ATCC27405 (43218/3/1)	gene	N-acetyltransferase
CTHE_RS00630	CTHE_RS00630, WP_003512134.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS06290	CTHE_RS06290, Cthe_1209, WP_004463598.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS06295	CTHE_RS06295, Cthe_1210, WP_003518874.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS06300	CTHE_RS06300, Cthe_1211, WP_003518875.1	ATCC27405 (43218/3/1)	gene	TrpB-like pyridoxal phosphate-dependent enzyme
CTHE_RS06305	CTHE_RS06305, Cthe_1212, WP_011838027.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS06310	CTHE_RS06310, Cthe_1213, WP_004463601.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS06315	CTHE_RS06315, Cthe_1214, WP_003518879.1	ATCC27405 (43218/3/1)	gene	sulfite exporter TauE/SafE family protein
CTHE_RS06320	CTHE_RS06320, Cthe_1215, WP_003518881.1	ATCC27405 (43218/3/1)	gene	sulfite exporter TauE/SafE family protein
CTHE_RS06325	CTHE_RS06325, Cthe_1216, WP_003518883.1	ATCC27405 (43218/3/1)	gene	ATP-dependent Clp protease adaptor ClpS
CTHE_RS06330	CTHE_RS06330, Cthe_1217, WP_003518885.1, clpA	ATCC27405 (43218/3/1)	gene	ATP-dependent Clp protease ATP-binding subunit ClpA
CTHE_RS06335	CTHE_RS06335, Cthe_1218, WP_003518887.1	ATCC27405 (43218/3/1)	gene	leucyl/phenylalanyl-tRNA--protein transferase
CTHE_RS00635	CTHE_RS00635, Cthe_0122, WP_003512136.1, spoVAC	ATCC27405 (43218/3/1)	gene	stage V sporulation protein AC
CTHE_RS06345	CTHE_RS06345, Cthe_1220, WP_003518891.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS06350	CTHE_RS06350, Cthe_1221, WP_011838029.1	ATCC27405 (43218/3/1)	gene	glycosyl transferase
CTHE_RS06355	CTHE_RS06355, Cthe_1222, WP_004463607.1	ATCC27405 (43218/3/1)	gene	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB
CTHE_RS06360	CTHE_RS06360, Cthe_1223, WP_003518897.1	ATCC27405 (43218/3/1)	gene	50S ribosomal protein L20
CTHE_RS06365	CTHE_RS06365, Cthe_1224, WP_003518898.1	ATCC27405 (43218/3/1)	gene	50S ribosomal protein L35
CTHE_RS06370	CTHE_RS06370, Cthe_1225, WP_003520198.1	ATCC27405 (43218/3/1)	gene	translation initiation factor IF-3
CTHE_RS06375	CTHE_RS06375, Cthe_1226, WP_003518900.1	ATCC27405 (43218/3/1)	gene	dihydrofolate reductase
CTHE_RS06380	CTHE_RS06380, Cthe_1227, WP_003518901.1, thyA	ATCC27405 (43218/3/1)	gene	thymidylate synthase
CTHE_RS06385	CTHE_RS06385, WP_037294459.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS00640	CTHE_RS00640, Cthe_0123, WP_003517870.1, spoVAD	ATCC27405 (43218/3/1)	gene	stage V sporulation protein AD
CTHE_RS06390	CTHE_RS06390, Cthe_1228, WP_003519104.1	ATCC27405 (43218/3/1)	gene	threonine--tRNA ligase
CTHE_RS06395	CTHE_RS06395, Cthe_1229, WP_003519106.1	ATCC27405 (43218/3/1)	gene	sporulation protein
CTHE_RS06400	CTHE_RS06400, Cthe_1230, WP_003519108.1	ATCC27405 (43218/3/1)	gene	competence protein ComEA
CTHE_RS06405	CTHE_RS06405, Cthe_1231, WP_003519111.1	ATCC27405 (43218/3/1)	gene	D-alanyl-D-alanine carboxypeptidase
CTHE_RS06410	CTHE_RS06410, Cthe_1232, WP_011838030.1	ATCC27405 (43218/3/1)	gene	AMP-dependent synthetase
CTHE_RS06420	CTHE_RS06420, Cthe_1234, WP_011838032.1	ATCC27405 (43218/3/1)	gene	chemotaxis protein
CTHE_RS06435	CTHE_RS06435, Cthe_1237, WP_003517434.1	ATCC27405 (43218/3/1)	gene	leucine--tRNA ligase
CTHE_RS06440	CTHE_RS06440, Cthe_1238, WP_011838035.1, rsfS	ATCC27405 (43218/3/1)	gene	ribosome silencing factor
CTHE_RS00645	CTHE_RS00645, Cthe_0124, WP_003512143.1, spoVAE	ATCC27405 (43218/3/1)	gene	stage V sporulation protein AE
CTHE_RS06445	CTHE_RS06445, Cthe_1239, WP_004463619.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS06450	CTHE_RS06450, Cthe_1240, WP_011838036.1	ATCC27405 (43218/3/1)	gene	HD domain-containing protein
CTHE_RS06455	CTHE_RS06455, Cthe_1241, WP_003517442.1	ATCC27405 (43218/3/1)	gene	nicotinate-nicotinamide nucleotide adenylyltransferase
CTHE_RS06460	CTHE_RS06460, Cthe_1242, WP_011837761.1	ATCC27405 (43218/3/1)	gene	IS30-like element ISCth2 family transposase
CTHE_RS06465	CTHE_RS06465, Cthe_1243, WP_003517444.1	ATCC27405 (43218/3/1)	gene	N-acetyltransferase
CTHE_RS06470	CTHE_RS06470, Cthe_1244, WP_004463623.1	ATCC27405 (43218/3/1)	gene	tetratricopeptide repeat protein
CTHE_RS06475	CTHE_RS06475, Cthe_1245, WP_003517447.1	ATCC27405 (43218/3/1)	gene	phosphoribosylamine--glycine ligase
CTHE_RS06480	CTHE_RS06480, Cthe_1246, WP_004463626.1, purH	ATCC27405 (43218/3/1)	gene	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/inosine monophosphate cyclohydrolase
CTHE_RS06485	CTHE_RS06485, Cthe_1247, WP_004463628.1	ATCC27405 (43218/3/1)	gene	phosphoribosylglycinamide formyltransferase
CTHE_RS06490	CTHE_RS06490, Cthe_1248, WP_003517454.1	ATCC27405 (43218/3/1)	gene	phosphoribosylformylglycinamidine cyclo-ligase
CTHE_RS00650	CTHE_RS00650, Cthe_0125, WP_003512145.1	ATCC27405 (43218/3/1)	gene	stage V sporulation protein AE
CTHE_RS06495	CTHE_RS06495, Cthe_1249, WP_004463634.1	ATCC27405 (43218/3/1)	gene	amidophosphoribosyltransferase
CTHE_RS06500	CTHE_RS06500, Cthe_1250, WP_003517457.1, purE	ATCC27405 (43218/3/1)	gene	5-(carboxyamino)imidazole ribonucleotide mutase
CTHE_RS06505	CTHE_RS06505, Cthe_1251, WP_003517459.1	ATCC27405 (43218/3/1)	gene	NCS2 family permease
CTHE_RS06510	CTHE_RS06510, Cthe_1252, WP_003517461.1	ATCC27405 (43218/3/1)	gene	AEC family transporter
CTHE_RS06515	CTHE_RS06515, Cthe_1253, WP_004463638.1	ATCC27405 (43218/3/1)	gene	phosphoenolpyruvate synthase
CTHE_RS17090	CTHE_RS17090, Cthe_1254, WP_003517464.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS06520	CTHE_RS06520, Cthe_1255, WP_003517475.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS06525	CTHE_RS06525, Cthe_1256, WP_003517480.1	ATCC27405 (43218/3/1)	gene	glycosyl hydrolase
CTHE_RS06530	CTHE_RS06530, Cthe_1257, WP_011838039.1	ATCC27405 (43218/3/1)	gene	VWA domain-containing protein
CTHE_RS06535	CTHE_RS06535, Cthe_1258, WP_003517485.1	ATCC27405 (43218/3/1)	gene	copper amine oxidase
CTHE_RS00655	CTHE_RS00655, Cthe_0126, WP_011837760.1	ATCC27405 (43218/3/1)	gene	chemotaxis protein CheX
CTHE_RS06540	CTHE_RS06540, Cthe_1259, WP_003517487.1	ATCC27405 (43218/3/1)	gene	CDP-alcohol phosphatidyltransferase
CTHE_RS06545	CTHE_RS06545, Cthe_1260, WP_003517488.1	ATCC27405 (43218/3/1)	gene	acyl-CoA thioesterase
CTHE_RS06550	CTHE_RS06550, Cthe_1261, WP_003517489.1, pfkA	ATCC27405 (43218/3/1)	gene	6-phosphofructokinase
CTHE_RS06555	CTHE_RS06555, Cthe_1262, WP_003517490.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS06560	CTHE_RS06560, Cthe_1263, WP_003517491.1	ATCC27405 (43218/3/1)	gene	trp RNA-binding attenuation protein MtrB
CTHE_RS06565	CTHE_RS06565, Cthe_1264, WP_004463649.1	ATCC27405 (43218/3/1)	gene	DNA polymerase III subunit alpha
CTHE_RS06570	5.4.2.2, CTHE_RS06570, Cthe_1265, WP_011838040.1	ATCC27405 (43218/3/1)	gene	phospho-sugar mutase
CTHE_RS06575	CTHE_RS06575, Cthe_1266, WP_011838041.1	ATCC27405 (43218/3/1)	gene	methyl-accepting chemotaxis protein
CTHE_RS06580	CTHE_RS06580, Cthe_1267, WP_003517495.1	ATCC27405 (43218/3/1)	gene	DNA-binding response regulator
CTHE_RS06585	CTHE_RS06585, Cthe_1268, WP_011838042.1	ATCC27405 (43218/3/1)	gene	histidine kinase
CTHE_RS00660	CTHE_RS00660, Cthe_0127, WP_003512148.1, trmL	ATCC27405 (43218/3/1)	gene	tRNA (uridine(34)/cytosine(34)/5- carboxymethylaminomethyluridine(34)-2'-O)- methyltransferase TrmL
CTHE_RS06590	CTHE_RS06590, Cthe_1269, WP_003517497.1	ATCC27405 (43218/3/1)	gene	DUF362 domain-containing protein
CTHE_RS06595	CTHE_RS06595, Cthe_1270, WP_003517498.1	ATCC27405 (43218/3/1)	gene	proteinase IV
CTHE_RS06600	CTHE_RS06600, Cthe_1271, WP_003517499.1	ATCC27405 (43218/3/1)	gene	carbohydrate-binding protein
CTHE_RS06605	CTHE_RS06605, Cthe_1272, WP_003517500.1	ATCC27405 (43218/3/1)	gene	RNA polymerase sigma factor SigI
CTHE_RS06610	CTHE_RS06610, Cthe_1273, WP_003517501.1	ATCC27405 (43218/3/1)	gene	alpha-L-arabinofuranosidase
CTHE_RS06615	CTHE_RS06615, Cthe_1274, WP_003517502.1, ylbJ	ATCC27405 (43218/3/1)	gene	sporulation integral membrane protein YlbJ
CTHE_RS06620	CTHE_RS06620, Cthe_1275, WP_003517503.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS06625	CTHE_RS06625, Cthe_1276, WP_003517504.1	ATCC27405 (43218/3/1)	gene	phosphopantetheine adenylyltransferase
CTHE_RS06630	CTHE_RS06630, Cthe_1277, WP_003517505.1, rsmD	ATCC27405 (43218/3/1)	gene	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD
CTHE_RS06635	CTHE_RS06635, Cthe_1278, WP_004463666.1	ATCC27405 (43218/3/1)	gene	DNA helicase RecG
CTHE_RS00665	CTHE_RS00665, Cthe_0128, WP_011837761.1	ATCC27405 (43218/3/1)	gene	IS30-like element ISCth2 family transposase
CTHE_RS06640	CTHE_RS06640, Cthe_1279, WP_003517507.1, rpmB	ATCC27405 (43218/3/1)	gene	50S ribosomal protein L28
CTHE_RS06645	CTHE_RS06645, Cthe_1280, WP_003517508.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS06650	CTHE_RS06650, Cthe_1281, WP_003517509.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS06655	CTHE_RS06655, Cthe_1282, WP_003520557.1	ATCC27405 (43218/3/1)	gene	diguanylate cyclase
CTHE_RS06660	CTHE_RS06660, Cthe_1283, WP_003517512.1, nth	ATCC27405 (43218/3/1)	gene	endonuclease III
CTHE_RS06665	CTHE_RS06665, Cthe_1284, WP_003517514.1	ATCC27405 (43218/3/1)	gene	glycogen synthase GlgA
CTHE_RS06670	CTHE_RS06670, Cthe_1285, WP_011838046.1	ATCC27405 (43218/3/1)	gene	HD domain-containing protein
CTHE_RS06675	CTHE_RS06675, Cthe_1286, WP_003517525.1	ATCC27405 (43218/3/1)	gene	PDZ domain-containing protein
CTHE_RS06680	CTHE_RS06680, Cthe_1287, WP_004463676.1	ATCC27405 (43218/3/1)	gene	sensor histidine kinase
CTHE_RS06685	CTHE_RS06685, Cthe_1288, WP_003520552.1	ATCC27405 (43218/3/1)	gene	DNA-binding response regulator
CTHE_RS00670	CTHE_RS00670, Cthe_0129, WP_003517873.1	ATCC27405 (43218/3/1)	gene	diguanylate cyclase
CTHE_RS06690	CTHE_RS06690, Cthe_1289, WP_003517532.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS06695	CTHE_RS06695, Cthe_1290, WP_003517534.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS06700	CTHE_RS06700, Cthe_1291, WP_003517535.1	ATCC27405 (43218/3/1)	gene	amidohydrolase
CTHE_RS06705	CTHE_RS06705, Cthe_1292, WP_003517537.1	ATCC27405 (43218/3/1)	gene	cofactor-independent phosphoglycerate mutase
CTHE_RS06710	CTHE_RS06710, Cthe_1293, WP_003517539.1	ATCC27405 (43218/3/1)	gene	HD domain-containing protein
CTHE_RS06715	CTHE_RS06715, Cthe_1294, WP_080514905.1	ATCC27405 (43218/3/1)	gene	recombinase
CTHE_RS06720	CTHE_RS06720, Cthe_1295, WP_003517545.1	ATCC27405 (43218/3/1)	gene	5-formyltetrahydrofolate cyclo-ligase
CTHE_RS06725	CTHE_RS06725, Cthe_1296, WP_003517548.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS06730	CTHE_RS06730, Cthe_1297, WP_003517549.1, cobT	ATCC27405 (43218/3/1)	gene	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
CTHE_RS06735	CTHE_RS06735, Cthe_1298, WP_003517550.1	ATCC27405 (43218/3/1)	gene	50S ribosomal protein L25
CTHE_RS00675	CTHE_RS00675, Cthe_0130, WP_003512152.1	ATCC27405 (43218/3/1)	gene	ketoacyl-ACP synthase III
CTHE_RS06740	CTHE_RS06740, Cthe_1299, WP_003517551.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS06745	CTHE_RS06745, Cthe_1300, WP_003520546.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS06750	CTHE_RS06750, Cthe_1301, WP_004463686.1	ATCC27405 (43218/3/1)	gene	nucleotidyltransferase
CTHE_RS06755	CTHE_RS06755, Cthe_1302, WP_003516971.1	ATCC27405 (43218/3/1)	gene	ribonuclease J
CTHE_RS06760	CTHE_RS06760, Cthe_1303, WP_011838048.1	ATCC27405 (43218/3/1)	gene	glycosyltransferase family 1 protein
CTHE_RS06765	CTHE_RS06765, Cthe_1304, WP_003516975.1	ATCC27405 (43218/3/1)	gene	PhoH family protein
CTHE_RS06770	CTHE_RS06770, Cthe_1305, WP_003516977.1	ATCC27405 (43218/3/1)	gene	cupin domain-containing protein
CTHE_RS06775	CTHE_RS06775, Cthe_1306, WP_003516980.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS06785	CTHE_RS06785, Cthe_1307, WP_004463692.1	ATCC27405 (43218/3/1)	gene	cellulosome anchoring protein cohesin region
CTHE_RS06790	2.7.9.1, CTHE_RS06790, Cthe_1308, WP_011838049.1	ATCC27405 (43218/3/1)	gene	pyruvate, phosphate dikinase
CTHE_RS00680	CTHE_RS00680, Cthe_0131, WP_003517875.1	ATCC27405 (43218/3/1)	gene	acyl carrier protein
CTHE_RS06795	CTHE_RS06795, Cthe_1309, WP_003516986.1	ATCC27405 (43218/3/1)	gene	radical SAM protein
CTHE_RS06800	CTHE_RS06800, Cthe_1310, WP_004463697.1	ATCC27405 (43218/3/1)	gene	accessory gene regulator B
CTHE_RS17095	CTHE_RS17095, Cthe_3348, WP_003516991.1	ATCC27405 (43218/3/1)	gene	cyclic lactone autoinducer peptide
CTHE_RS06805	CTHE_RS06805, Cthe_1311, WP_004463699.1	ATCC27405 (43218/3/1)	gene	GHKL domain-containing protein
CTHE_RS06810	CTHE_RS06810, Cthe_1312, WP_003516995.1	ATCC27405 (43218/3/1)	gene	glycine--tRNA ligase
CTHE_RS06815	CTHE_RS06815, Cthe_1313, WP_003516997.1, coaBC	ATCC27405 (43218/3/1)	gene	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC
CTHE_RS06820	CTHE_RS06820, Cthe_1314, WP_003517000.1	ATCC27405 (43218/3/1)	gene	DNA-directed RNA polymerase subunit omega
CTHE_RS06825	2.7.4.8, CTHE_RS06825, Cthe_1315, WP_011838050.1	ATCC27405 (43218/3/1)	gene	guanylate kinase
CTHE_RS06830	CTHE_RS06830, Cthe_1316, WP_003517004.1	ATCC27405 (43218/3/1)	gene	DUF370 domain-containing protein
CTHE_RS06835	CTHE_RS06835, Cthe_1317, WP_003517008.1	ATCC27405 (43218/3/1)	gene	YicC family protein
CTHE_RS00685	CTHE_RS00685, Cthe_0132, WP_003512155.1	ATCC27405 (43218/3/1)	gene	ketoacyl-ACP synthase III
CTHE_RS06840	CTHE_RS06840, Cthe_3349, WP_003517009.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS06845	CTHE_RS06845, Cthe_1318, WP_003517011.1	ATCC27405 (43218/3/1)	gene	response regulator
CTHE_RS06850	CTHE_RS06850, Cthe_1319, WP_004463712.1	ATCC27405 (43218/3/1)	gene	16S rRNA (uracil(1498)-N(3))-methyltransferase
CTHE_RS06855	CTHE_RS06855, Cthe_1320, WP_003517014.1	ATCC27405 (43218/3/1)	gene	50S ribosomal protein L11 methyltransferase
CTHE_RS06860	CTHE_RS06860, Cthe_1321, WP_003517016.1, dnaJ	ATCC27405 (43218/3/1)	gene	molecular chaperone DnaJ
CTHE_RS06865	CTHE_RS06865, Cthe_1322, WP_003517018.1	ATCC27405 (43218/3/1)	gene	molecular chaperone DnaK
CTHE_RS06870	CTHE_RS06870, Cthe_1323, WP_011838051.1	ATCC27405 (43218/3/1)	gene	nucleotide exchange factor GrpE
CTHE_RS06875	CTHE_RS06875, Cthe_1324, WP_003517022.1, hrcA	ATCC27405 (43218/3/1)	gene	HrcA family transcriptional regulator
CTHE_RS06880	CTHE_RS06880, Cthe_1325, WP_003517023.1	ATCC27405 (43218/3/1)	gene	radical SAM protein
CTHE_RS06885	CTHE_RS06885, Cthe_1326, WP_003517026.1	ATCC27405 (43218/3/1)	gene	elongation factor 4
CTHE_RS00690	CTHE_RS00690, Cthe_0133, WP_003512157.1	ATCC27405 (43218/3/1)	gene	AMP-dependent synthetase
CTHE_RS06890	CTHE_RS06890, Cthe_1327, WP_011838052.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS06895	CTHE_RS06895, Cthe_1328, WP_003517030.1	ATCC27405 (43218/3/1)	gene	stage II sporulation protein P
CTHE_RS06900	CTHE_RS06900, Cthe_3350, WP_003517032.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS06905	CTHE_RS06905, Cthe_1329, WP_011838053.1	ATCC27405 (43218/3/1)	gene	2-hydroxyglutaryl-CoA dehydratase
CTHE_RS06910	CTHE_RS06910, Cthe_1330, WP_003517036.1, lepB	ATCC27405 (43218/3/1)	gene	signal peptidase I
CTHE_RS06915	6.1.1.12, CTHE_RS06915, Cthe_1331, WP_011838054.1	ATCC27405 (43218/3/1)	gene	aspartate--tRNA ligase
CTHE_RS06920	CTHE_RS06920, Cthe_1332, WP_003517040.1	ATCC27405 (43218/3/1)	gene	histidine--tRNA ligase
CTHE_RS06925	CTHE_RS06925, Cthe_1333, WP_003517042.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS06930	CTHE_RS06930, Cthe_1334, WP_011838055.1	ATCC27405 (43218/3/1)	gene	FHA domain-containing protein
CTHE_RS06935	CTHE_RS06935, Cthe_1335, WP_003517044.1	ATCC27405 (43218/3/1)	gene	prepilin peptidase
CTHE_RS00695	CTHE_RS00695, Cthe_0134, WP_011837762.1	ATCC27405 (43218/3/1)	gene	alpha/beta hydrolase
CTHE_RS06940	CTHE_RS06940, Cthe_1336, WP_003517045.1	ATCC27405 (43218/3/1)	gene	pilus assembly protein
CTHE_RS06945	CTHE_RS06945, Cthe_3351, WP_003517046.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS06950	CTHE_RS06950, Cthe_1337, WP_011838056.1	ATCC27405 (43218/3/1)	gene	type II secretion system F family protein
CTHE_RS06955	CTHE_RS06955, Cthe_1338, WP_003517056.1	ATCC27405 (43218/3/1)	gene	pilus assembly protein TadB
CTHE_RS06960	CTHE_RS06960, Cthe_1339, WP_003517058.1	ATCC27405 (43218/3/1)	gene	CpaF family protein
CTHE_RS06965	CTHE_RS06965, Cthe_1340, WP_011838057.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS06970	CTHE_RS06970, Cthe_1341, WP_004463732.1, hemZ	ATCC27405 (43218/3/1)	gene	coproporphyrinogen dehydrogenase HemZ
CTHE_RS06975	CTHE_RS06975, Cthe_1342, WP_003517064.1	ATCC27405 (43218/3/1)	gene	MBL fold metallo-hydrolase
CTHE_RS06980	CTHE_RS06980, Cthe_1343, WP_003517065.1	ATCC27405 (43218/3/1)	gene	D-aminoacyl-tRNA deacylase
CTHE_RS06985	2.7.6.5, CTHE_RS06985, Cthe_1344, WP_011838058.1	ATCC27405 (43218/3/1)	gene	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
CTHE_RS00700	CTHE_RS00700, Cthe_0135, WP_011837763.1	ATCC27405 (43218/3/1)	gene	type I polyketide synthase
CTHE_RS06990	CTHE_RS06990, Cthe_1345, WP_003517069.1	ATCC27405 (43218/3/1)	gene	adenine phosphoribosyltransferase
CTHE_RS06995	CTHE_RS06995, Cthe_1346, WP_003517071.1, recJ	ATCC27405 (43218/3/1)	gene	single-stranded-DNA-specific exonuclease RecJ
CTHE_RS07000	CTHE_RS07000, Cthe_1347, WP_003517073.1	ATCC27405 (43218/3/1)	gene	GatB/YqeY domain-containing protein
CTHE_RS07005	CTHE_RS07005, Cthe_1348, WP_003517075.1	ATCC27405 (43218/3/1)	gene	30S ribosomal protein S21
CTHE_RS07010	CTHE_RS07010, Cthe_1349, WP_003517076.1	ATCC27405 (43218/3/1)	gene	sugar transferase
CTHE_RS07015	CTHE_RS07015, Cthe_1350, WP_011838059.1	ATCC27405 (43218/3/1)	gene	single-stranded DNA-binding protein
CTHE_RS07020	CTHE_RS07020, Cthe_1351, WP_011838060.1	ATCC27405 (43218/3/1)	gene	acetobutylicum phosphotransbutyrylase
CTHE_RS07025	CTHE_RS07025, Cthe_1352, WP_023062452.1	ATCC27405 (43218/3/1)	gene	UDP-glucose/GDP-mannose dehydrogenase family protein
CTHE_RS07030	CTHE_RS07030, Cthe_1353, WP_003517090.1	ATCC27405 (43218/3/1)	gene	flippase
CTHE_RS07035	CTHE_RS07035, Cthe_1354, WP_003520530.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS00705	CTHE_RS00705, Cthe_0136, WP_003512164.1	ATCC27405 (43218/3/1)	gene	4'-phosphopantetheinyl transferase
CTHE_RS07040	CTHE_RS07040, Cthe_1355, WP_003517096.1	ATCC27405 (43218/3/1)	gene	glycosyltransferase family 2 protein
CTHE_RS07045	CTHE_RS07045, Cthe_1356, WP_003517098.1	ATCC27405 (43218/3/1)	gene	glycosyl transferase
CTHE_RS07050	CTHE_RS07050, Cthe_1357, WP_003517100.1	ATCC27405 (43218/3/1)	gene	glycosyltransferase family 4 protein
CTHE_RS07055	CTHE_RS07055, Cthe_1358, WP_003517102.1	ATCC27405 (43218/3/1)	gene	glycosyl transferase
CTHE_RS07060	CTHE_RS07060, Cthe_1359, WP_003517105.1	ATCC27405 (43218/3/1)	gene	glycosyl transferase
CTHE_RS07065	CTHE_RS07065, Cthe_1360, WP_003517107.1	ATCC27405 (43218/3/1)	gene	beta-1,4-galactosyltransferase enhancer
CTHE_RS07070	CTHE_RS07070, Cthe_1361, WP_003517108.1	ATCC27405 (43218/3/1)	gene	NAD-dependent epimerase
CTHE_RS07075	CTHE_RS07075, Cthe_1362, WP_003517110.1	ATCC27405 (43218/3/1)	gene	antitermination factor NusG
CTHE_RS07080	2.7.10.1, CTHE_RS07080, Cthe_1363, WP_011838063.1	ATCC27405 (43218/3/1)	gene	LPS biosynthesis protein
CTHE_RS07085	CTHE_RS07085, Cthe_1364, WP_011838064.1	ATCC27405 (43218/3/1)	gene	SGNH/GDSL hydrolase family protein
CTHE_RS00070	CTHE_RS00070, Cthe_0015, WP_003511909.1	ATCC27405 (43218/3/1)	gene	alpha-L-arabinofuranosidase
CTHE_RS00710	CTHE_RS00710, Cthe_0137, WP_003512173.1, gap	ATCC27405 (43218/3/1)	gene	type I glyceraldehyde-3-phosphate dehydrogenase
CTHE_RS07090	CTHE_RS07090, Cthe_1365, WP_003517116.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS07095	CTHE_RS07095, Cthe_1366, WP_003520526.1, rfbC	ATCC27405 (43218/3/1)	gene	dTDP-4-dehydrorhamnose 3,5-epimerase
CTHE_RS07100	CTHE_RS07100, Cthe_1367, WP_011838065.1	ATCC27405 (43218/3/1)	gene	phosphoesterase
CTHE_RS07105	CTHE_RS07105, Cthe_1368, WP_020458103.1	ATCC27405 (43218/3/1)	gene	S-layer homology domain-containing protein
CTHE_RS07110	CTHE_RS07110, Cthe_1369, WP_003519385.1	ATCC27405 (43218/3/1)	gene	histidine triad nucleotide-binding protein
CTHE_RS07115	CTHE_RS07115, WP_003519387.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS07120	CTHE_RS07120, Cthe_1370, WP_003519389.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS07125	CTHE_RS07125, Cthe_1371, WP_003519391.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS07130	CTHE_RS07130, Cthe_1372, WP_003519398.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS07135	CTHE_RS07135, Cthe_1373, WP_011838066.1	ATCC27405 (43218/3/1)	gene	DUF4329 domain-containing protein
CTHE_RS00715	CTHE_RS00715, Cthe_0138, WP_003517880.1, pgk	ATCC27405 (43218/3/1)	gene	phosphoglycerate kinase
